hs17	40000000	49999999	1
hs17	50000000	59999999	3
hs17	70000000	79999999	3
hs17	80000000	81195210	0
hs18	60000000	69999999	4
hs18	1	9999999	1
hs18	10000000	19999999	0
hs18	20000000	29999999	0
hs18	30000000	39999999	1
hs18	40000000	49999999	2
hs18	50000000	59999999	4
hs18	70000000	78077248	1
hs19	1	9999999	0
hs19	10000000	19999999	2
hs19	20000000	29999999	0
hs19	30000000	39999999	2
hs19	40000000	49999999	1
hs19	50000000	59128983	1
hs2	60000000	69999999	1
hs2	130000000	139999999	1
hs2	200000000	209999999	1
hs2	1	9999999	1
hs2	10000000	19999999	3
hs2	20000000	29999999	4
hs2	30000000	39999999	2
hs2	40000000	49999999	2
hs2	50000000	59999999	2
hs2	70000000	79999999	1
hs2	80000000	89999999	0
hs2	90000000	99999999	1
hs2	100000000	109999999	2
hs2	110000000	119999999	1
hs2	120000000	129999999	1
hs2	140000000	149999999	0
hs2	150000000	159999999	1
hs2	160000000	169999999	1
hs2	170000000	179999999	1
hs2	180000000	189999999	1
hs2	190000000	199999999	1
hs2	210000000	219999999	1
hs2	220000000	229999999	1
hs2	230000000	239999999	2
hs2	240000000	243199373	1
hs20	1	9999999	1
hs20	10000000	19999999	0
hs20	20000000	29999999	1
hs20	30000000	39999999	2
hs20	40000000	49999999	1
hs20	50000000	59999999	2
hs20	60000000	63025520	0
hs21	1	9999999	0
hs21	10000000	19999999	3
hs21	20000000	29999999	2
hs21	30000000	39999999	1
hs21	40000000	48129895	0
hs22	1	9999999	0
hs22	10000000	19999999	0
hs22	20000000	29999999	1
hs22	30000000	39999999	3
hs22	40000000	49999999	4
hs22	50000000	51304566	0
hs3	60000000	69999999	3
hs3	130000000	139999999	0
hs3	1	9999999	0
hs3	10000000	19999999	1
hs3	20000000	29999999	1
hs3	30000000	39999999	3
hs3	40000000	49999999	1
hs3	50000000	59999999	0
hs3	70000000	79999999	5
hs3	80000000	89999999	1
hs3	90000000	99999999	3
hs3	100000000	109999999	4
hs3	110000000	119999999	1
hs3	120000000	129999999	1
hs3	140000000	149999999	5
hs3	150000000	159999999	1
hs3	160000000	169999999	1
hs3	170000000	179999999	1
hs3	180000000	189999999	3
hs3	190000000	198022430	2
hs4	60000000	69999999	0
hs4	130000000	139999999	1
hs4	1	9999999	1
hs4	10000000	19999999	2
hs4	20000000	29999999	0
hs4	30000000	39999999	1
hs4	40000000	49999999	1
hs4	50000000	59999999	0
hs4	70000000	79999999	2
hs4	80000000	89999999	1
hs4	90000000	99999999	0
hs4	100000000	109999999	2
hs4	110000000	119999999	2
hs4	120000000	129999999	1
hs4	140000000	149999999	1
hs4	150000000	159999999	2
hs4	160000000	169999999	1
hs4	170000000	179999999	3
hs4	180000000	189999999	1
hs4	190000000	191154276	0
hs5	60000000	69999999	3
hs5	130000000	139999999	2
hs5	1	9999999	1
hs5	10000000	19999999	3
hs5	20000000	29999999	1
hs5	30000000	39999999	2
hs5	40000000	49999999	1
hs5	50000000	59999999	2
hs5	70000000	79999999	1
hs5	80000000	89999999	1
hs5	90000000	99999999	0
hs5	100000000	109999999	1
hs5	110000000	119999999	1
hs5	120000000	129999999	3
hs5	140000000	149999999	1
hs5	150000000	159999999	1
hs5	160000000	169999999	5
hs5	170000000	179999999	0
hs5	180000000	180915260	0
hs6	60000000	69999999	0
hs6	130000000	139999999	1
hs6	1	9999999	3
hs6	10000000	19999999	1
hs6	20000000	29999999	5
hs6	30000000	39999999	2
hs6	40000000	49999999	1
hs6	50000000	59999999	1
hs6	70000000	79999999	1
hs6	80000000	89999999	3
hs6	90000000	99999999	2
hs6	100000000	109999999	2
hs6	110000000	119999999	3
hs6	120000000	129999999	3
hs6	140000000	149999999	5
hs6	150000000	159999999	1
hs6	160000000	169999999	8
hs6	170000000	171115067	1
hs7	60000000	69999999	1
hs7	130000000	139999999	1
hs7	1	9999999	0
hs7	10000000	19999999	2
hs7	20000000	29999999	0
hs7	30000000	39999999	3
hs7	40000000	49999999	0
hs7	50000000	59999999	1
hs7	70000000	79999999	2
hs7	80000000	89999999	1
hs7	90000000	99999999	2
hs7	100000000	109999999	2
hs7	110000000	119999999	2
hs7	120000000	129999999	2
hs7	140000000	149999999	3
hs7	150000000	159138663	3
hs8	60000000	69999999	0
hs8	130000000	139999999	1
hs8	1	9999999	2
hs8	10000000	19999999	4
hs8	20000000	29999999	0
hs8	30000000	39999999	2
hs8	40000000	49999999	1
hs8	50000000	59999999	3
hs8	70000000	79999999	3
hs8	80000000	89999999	2
hs8	90000000	99999999	1
hs8	100000000	109999999	2
hs8	110000000	119999999	2
hs8	120000000	129999999	3
hs8	140000000	146364022	3
hs9	60000000	69999999	0
hs9	130000000	139999999	1
hs9	1	9999999	0
hs9	10000000	19999999	0
hs9	20000000	29999999	1
hs9	30000000	39999999	2
hs9	40000000	49999999	0
hs9	50000000	59999999	0
hs9	70000000	79999999	2
hs9	80000000	89999999	1
hs9	90000000	99999999	0
hs9	100000000	109999999	2
hs9	110000000	119999999	1
hs9	120000000	129999999	4
hs9	140000000	141213431	0
hsX	60000000	69999999	0
hsX	130000000	139999999	2
hsX	1	9999999	3
hsX	10000000	19999999	0
hsX	20000000	29999999	3
hsX	30000000	39999999	4
hsX	40000000	49999999	1
hsX	50000000	59999999	0
hsX	70000000	79999999	2
hsX	80000000	89999999	1
hsX	90000000	99999999	2
hsX	100000000	109999999	1
hsX	110000000	119999999	1
hsX	120000000	129999999	1
hsX	140000000	149999999	2
hsX	150000000	155270560	0
hsY	1	9999999	1
hsY	10000000	19999999	5
hsY	20000000	29999999	0
