SAMPLE,POPULATION,ALPHA,GROUP,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
HG02128,EAS,0.2,1000GP,-0.00677455,-0.0318385,0.00690444,0.0275968,0.0297653,0.0281253,-0.00291882,-0.0296727,-0.00291052,-0.023384
HG02130,EAS,0.2,1000GP,-0.00573086,-0.0349047,-0.00684443,0.0100423,-0.00260469,-0.00376147,-0.00424463,-0.016797,0.0152215,0.0194381
HG02131,EAS,0.2,1000GP,-0.0146297,-0.0274834,-0.00810999,-0.000437917,0.0328031,0.00335071,-0.030459,0.00928129,-0.00724241,-0.0150646
HG02133,EAS,0.2,1000GP,-0.0134978,-0.0238191,0.00703358,0.00728687,0.0184066,-0.0139818,-0.0265459,0.00417019,0.00177534,0.0306628
HG02134,EAS,0.2,1000GP,-0.012987,-0.0298397,0.00012355,0.0112741,0.0171612,0.0170701,-0.0166204,0.016965,-0.0012314,0.0037687
HG02136,EAS,0.2,1000GP,-0.00727283,-0.0308915,-0.00223492,-0.00109251,0.0209034,8.87E-05,-0.0158087,-0.00193182,-0.0023554,0.0174308
HG02137,EAS,0.2,1000GP,-0.00417107,-0.0393875,0.0107876,0.0144571,0.0353234,-0.00548119,0.00587557,0.00165476,-0.00690449,0.024851
HG02138,EAS,0.2,1000GP,-0.00522462,-0.0341842,0.00534913,0.00851003,-0.000402275,-0.00838526,0.00414389,-0.00430244,0.019791,0.000541135
HG02139,EAS,0.2,1000GP,-0.00585753,-0.0312068,-0.0142241,0.00992652,0.00330331,-0.0111842,-0.00785241,-0.0373776,-0.0326338,0.0218031
HG02140,EAS,0.2,1000GP,-0.0108095,-0.0355301,-0.00255466,-0.00158435,0.038415,0.00993831,-0.0140956,-0.0170917,-0.0076308,-0.0194024
HG02141,EAS,0.2,1000GP,-0.0102143,-0.0413803,0.00605441,-0.00789862,0.0215081,0.00341041,-0.00658257,-0.0287004,-0.0115335,0.018116
HG02142,EAS,0.2,1000GP,-0.012842,-0.026361,0.00760156,0.0098537,0.0103165,-0.00323677,0.00855465,0.00446745,-0.0210074,0.00654461
HG02143,AFR,0.2,1000GP,0.0242077,0.00782801,0.0225076,0.000201182,-0.00175011,0.000264427,0.0155508,-0.016055,-0.0205819,0.0182168
HG02144,AFR,0.2,1000GP,0.040052,0.00145326,0.0028703,0.0085806,0.00230598,-0.00268948,-0.00760006,0.000963031,0.0104411,0.0264984
HG02146,AMR,0.2,1000GP,-0.0174696,-0.0137208,0.0336362,-0.0750421,0.0172313,-0.0234483,1.55E-05,-0.00247621,-0.0163494,-0.00029978
HG02147,AMR,0.2,1000GP,-0.0153806,-0.0120419,0.0454886,-0.0887485,0.00501404,0.0125481,-0.0263461,0.0209347,-0.010618,0.0161439
HG02150,AMR,0.2,1000GP,-0.0149929,-0.00684009,0.0433971,-0.0706506,0.00586449,-0.0144424,0.00111163,0.0127396,0.00272975,-0.00211718
HG02151,EAS,0.2,1000GP,-0.00951421,-0.0331078,-0.0129696,0.00749478,0.042502,-0.00695048,-0.0178592,0.00169389,0.0196226,-0.00484669
HG02152,EAS,0.2,1000GP,-0.00739283,-0.0295518,0.0141724,0.0126132,0.0511189,0.00273459,-0.0104381,-0.00104124,-0.00375001,-0.00735082
HG02153,EAS,0.2,1000GP,-0.011648,-0.0349995,-0.00722864,0.00377982,0.0210523,0.00085233,-0.0121176,-0.0050432,0.025965,-0.00151295
HG02154,EAS,0.2,1000GP,-0.00906582,-0.0365985,-0.00322946,-0.00128113,0.0372949,-0.0203752,0.00836853,0.0256052,-0.0410904,0.0303281
HG02155,EAS,0.2,1000GP,-0.00878304,-0.0283606,0.000731894,0.0108287,0.00879835,-0.0173333,-0.00520039,-0.009879,-0.00108504,0.00779412
HG02156,EAS,0.2,1000GP,-0.0068783,-0.0292061,0.00054139,0.012713,0.027212,-0.017718,0.041395,0.00977868,0.0250171,-0.00282779
HG02164,EAS,0.2,1000GP,-0.0109448,-0.0365148,-0.00319507,0.00893255,0.0322428,-0.00845119,-0.0130961,-0.0336464,-0.043684,-0.017284
HG02165,EAS,0.2,1000GP,-0.00412739,-0.0417102,0.00227039,0.00956739,0.0178045,-0.0352993,-0.00340901,0.0179176,0.0523388,0.0241161
HG02166,EAS,0.2,1000GP,-0.00955924,-0.0385929,-0.0079575,0.00175581,0.00162511,0.0166982,0.00966187,0.00266662,-0.0152968,0.0127261
HG02178,EAS,0.2,1000GP,-0.0100401,-0.0339971,-0.00233536,0.000597319,0.0229283,-0.0164156,-0.00716292,-0.0125442,-0.019474,-0.00226415
HG02179,EAS,0.2,1000GP,-0.0129926,-0.0382396,0.00926406,0.0179477,0.0603649,0.0122035,-0.0133714,-0.014424,-0.00433125,-0.0267313
HG02180,EAS,0.2,1000GP,-0.011186,-0.0419755,-0.0126978,0.0137191,0.0366666,0.0259116,-0.0141307,-0.0328579,0.01102,0.0200929
HG02181,EAS,0.2,1000GP,-0.0096503,-0.04027,-0.0109529,0.0200347,0.0271492,0.0120398,-0.00716945,-0.0189915,-0.00320314,0.0186097
HG02182,EAS,0.2,1000GP,-0.0111907,-0.028454,0.00773851,0.0217018,0.0298735,0.0124585,0.0216043,0.00406164,0.0332516,0.00327171
HG02184,EAS,0.2,1000GP,-0.0115101,-0.0385182,-0.0148849,0.0302213,0.0339607,0.0152263,0.0073414,-0.00589092,-0.00632314,-0.00200781
HG02185,EAS,0.2,1000GP,-0.0129552,-0.0437047,-0.00630559,0.0223287,0.0121146,-0.0217199,0.010442,0.0115754,-0.00227174,-0.0142397
HG02186,EAS,0.2,1000GP,-0.0139841,-0.0261595,-0.00401375,0.0154543,0.0233416,0.00709714,-0.00852516,0.0069375,-0.0337091,0.0116557
HG02187,EAS,0.2,1000GP,-0.00944927,-0.0360175,0.000235163,-0.000764168,0.0720526,0.00372738,-0.0166912,-0.0406772,0.0197684,0.00385657
HG02188,EAS,0.2,1000GP,-0.0124716,-0.0393963,-0.00495621,0.00117444,0.0347701,0.00909991,-0.033688,0.0202435,0.00411188,-0.0107941
HG02190,EAS,0.2,1000GP,-0.0103042,-0.0261772,-0.00412216,0.0103737,0.0310039,-0.0197854,0.0157966,0.0186641,-0.0170156,-0.0227211
HG02215,EUR,0.2,1000GP,-0.0131977,0.0214973,0.0275694,0.00219432,0.020938,-0.021654,0.0011348,-0.0390808,-0.00471798,-0.0437869
HG02219,EUR,0.2,1000GP,-0.0163318,0.0163673,0.00519927,0.0238434,0.0115899,0.0251074,0.0143406,0.0461073,-0.0274706,-0.0332958
HG02220,EUR,0.2,1000GP,-0.0124787,0.0246928,0.0108025,0.0183594,-0.00590427,-0.0124796,0.00839655,0.00341029,-0.0106357,0.00582944
HG02221,EUR,0.2,1000GP,-0.0185806,0.0246174,0.00312862,0.0214065,-0.0266168,0.000185995,0.0125025,-0.00774278,-0.0220821,-0.00263152
HG02223,EUR,0.2,1000GP,-0.015492,0.0285708,0.0126864,0.0157152,0.00420721,0.0397891,-0.0122102,-0.0396793,-0.00260177,0.0220703
HG02224,EUR,0.2,1000GP,-0.009316,0.024224,0.00973121,0.0140525,-0.0173298,-0.0155883,-0.0108488,-0.0263082,0.02048,-0.0202947
HG02230,EUR,0.2,1000GP,-0.0166558,0.0210526,0.0168395,0.0347249,0.0172577,0.0230499,0.0136283,0.0151886,-0.00129197,-0.0122168
HG02231,EUR,0.2,1000GP,-0.0112782,0.0262412,0.0147017,0.0176548,0.0052188,-0.00447082,0.000187115,0.00338378,0.000145638,0.0317266
HG02232,EUR,0.2,1000GP,-0.00992706,0.0270896,0.00719183,0.0316512,-0.00102171,-0.00893136,0.00680331,-0.0120598,0.00280357,-0.0272858
HG02233,EUR,0.2,1000GP,-0.0139042,0.0184466,0.00349817,0.0139653,-0.00824146,-0.0059517,0.0112545,0.0205912,-0.00405736,-0.0549978
HG02235,EUR,0.2,1000GP,-0.0173036,0.0303951,0.0179177,-0.00504334,-0.00443019,0.0137333,-0.0154195,-0.000355851,-0.00227498,-0.0409986
HG02236,EUR,0.2,1000GP,-0.0117327,0.0254124,0.0245966,0.0157676,-0.0180573,0.0252543,0.00765547,0.00416287,0.000104017,0.0120965
HG02238,EUR,0.2,1000GP,-0.00427868,0.0151245,0.000914488,0.0310106,0.00820025,0.0256094,0.0446672,-0.0118954,-0.00868985,-0.0221984
HG02239,EUR,0.2,1000GP,-0.0109567,0.0277827,0.0117627,0.00787088,0.016473,-0.0025289,0.0135367,-0.010773,0.00178906,0.0246778
HG02250,EAS,0.2,1000GP,-0.00864888,-0.0381719,-0.00382277,0.0153269,0.0229554,0.0410437,-0.0185548,-0.0121673,0.0435241,0.0213819
HG02252,AMR,0.2,1000GP,-0.0170151,-0.00526276,0.0381594,-0.0478231,-0.000107457,-0.00273021,0.0107226,-0.0201707,-0.0291791,-0.0157032
HG02253,AMR,0.2,1000GP,-0.0160583,0.00173623,0.0194992,-0.0609325,-0.0118777,0.00317778,-0.00313516,-0.0161646,5.76E-05,0.0267117
HG02255,AFR,0.2,1000GP,0.0284436,-0.00194089,-0.00109818,-0.00650933,-0.0030082,-0.00344226,0.0192139,0.0134805,-0.0312369,-0.00993032
HG02256,AFR,0.2,1000GP,0.0208093,0.00303994,0.0129243,0.0163945,0.0103075,0.0223328,0.0179427,0.0080174,-0.0240725,-0.0028972
HG02259,AMR,0.2,1000GP,-0.0117599,-0.0209681,0.0348404,-0.0822091,0.000454799,-0.00771921,0.0206254,-0.00890722,0.00796941,-0.00293934
HG02260,AMR,0.2,1000GP,-0.0176039,-0.0046927,0.0377603,-0.0817301,0.03651,0.00227201,0.0196876,0.0118052,-0.0100374,0.0232344
HG02262,AMR,0.2,1000GP,-0.0148285,-0.0107964,0.0308697,-0.0644711,-0.0139265,0.0219351,0.0223782,-0.0153526,-0.00444417,0.0286647
HG02265,AMR,0.2,1000GP,-0.0202794,-0.0102138,0.0384203,-0.0807092,0.0117282,-0.0182704,0.00440682,-0.0234847,0.0102656,0.0101428
HG02266,AMR,0.2,1000GP,-0.0160159,-0.00615962,0.0330825,-0.0830879,-0.0146742,-0.0130071,-0.0167168,-0.00372062,-0.0019818,-0.00624351
HG02271,AMR,0.2,1000GP,-0.0177736,-0.0137675,0.0397389,-0.0839112,0.00962427,-0.0216469,-0.00621212,-0.00484082,-0.00744561,0.0152117
HG02272,AMR,0.2,1000GP,-0.0191908,-0.0178868,0.0373283,-0.0928945,0.00177428,-0.021693,0.00267116,0.0157036,-0.0219768,-0.000736313
HG02274,AMR,0.2,1000GP,-0.00397919,-0.000795504,0.0307423,-0.0652757,0.0106862,0.0102968,0.0155643,-0.0184548,-0.0312839,-0.00715549
HG02275,AMR,0.2,1000GP,-0.0151791,-0.0104294,0.0307639,-0.0934093,-0.0234682,0.0111051,-0.00305042,1.86E-05,-0.0267018,0.0161034
HG02277,AMR,0.2,1000GP,-0.0172911,-0.000931327,0.0355235,-0.0502698,0.0120572,-0.0296249,0.0170537,0.00542791,-0.0114911,0.00888356
HG02278,AMR,0.2,1000GP,-0.02431,-0.00827822,0.0229199,-0.0781258,0.0155107,-0.0361138,0.00898818,0.020524,-0.00958797,3.43E-05
HG02281,AFR,0.2,1000GP,0.0341889,0.0136445,0.0218685,0.0114652,0.0288984,0.0142348,-0.0114691,-0.00899776,-0.000967934,-0.0118316
HG02282,AFR,0.2,1000GP,0.025993,0.00235954,0.00544787,0.00666133,0.0186188,0.0251771,0.00996027,-0.0106313,0.0313952,-0.0211042
HG02283,AFR,0.2,1000GP,0.0215797,-0.00236892,0.000814986,0.0162069,-0.00115669,0.0306601,0.00900112,-0.00523361,-0.0385414,0.0103255
HG02284,AFR,0.2,1000GP,0.028242,0.00116541,-0.00089817,-0.0143608,0.0164822,0.00794969,0.0215127,0.0145123,0.00513403,-0.0245908
HG02285,AMR,0.2,1000GP,-0.0168803,-0.00776893,0.0368067,-0.0585115,0.0224283,-0.0099035,0.0171368,-0.0126861,0.00349935,-0.0144892
HG02286,AMR,0.2,1000GP,-0.018035,-0.00716135,0.0380981,-0.0722403,0.025392,-0.00547274,-0.00919735,-0.00300819,-0.0358171,-0.0237447
HG02291,AMR,0.2,1000GP,-0.0187633,-0.022213,0.0268438,-0.0846254,0.0031361,-0.0153956,-0.0152104,-0.0137196,-0.000637803,0.0195253
HG02292,AMR,0.2,1000GP,-0.0130924,-0.0143326,0.0247309,-0.0721742,-0.000805458,-0.000875897,-0.0246443,-0.0288989,0.0118732,-0.00764281
HG02298,AMR,0.2,1000GP,-0.0182001,-0.00523083,0.0312935,-0.034374,-0.0116141,0.0135695,0.00481888,-0.0107308,0.0152201,-0.00524879
HG02299,AMR,0.2,1000GP,-0.0109463,-0.00392818,0.0397047,-0.0969432,0.019214,-0.0148476,-0.0151265,-0.00335476,-0.0220986,-0.0103082
HG02301,AMR,0.2,1000GP,-0.0140198,-0.00192727,0.0221389,-0.0734707,0.00775912,-0.00516256,0.0493867,0.0286461,-0.0015477,-0.00212126
HG02304,AMR,0.2,1000GP,-0.0150083,-0.0080874,0.0301892,-0.0632004,0.00359127,0.0122026,-0.0150679,-0.0029571,0.00956675,0.0139483
HG02307,AFR,0.2,1000GP,0.0346006,-0.000362337,-0.00617286,0.00246548,0.000147577,-0.011679,0.00613027,0.0153321,-0.00349934,0.00181814
HG02308,AFR,0.2,1000GP,0.0323854,0.000114794,0.017311,-0.00920872,-0.000459171,-0.0215191,-0.0221893,0.0260171,-0.0326464,0.0236547
HG02309,AFR,0.2,1000GP,0.0270083,0.0156131,-2.93E-05,0.00728784,-0.0154545,-0.00179554,-0.0180087,-0.0013473,-0.00401885,-0.00068851
HG02312,AMR,0.2,1000GP,-0.0121168,-0.00198422,0.0424639,-0.068711,0.0197363,-0.0225069,-0.0197082,0.0216643,0.0132518,-0.0036811
HG02314,AFR,0.2,1000GP,0.028016,0.000212175,0.00692295,0.00115746,-0.0158387,0.0222304,0.0192712,-0.00753902,0.0347651,-0.00126889
HG02315,AFR,0.2,1000GP,0.0253943,0.000389981,0.00482993,0.00873549,0.000712491,0.0271785,-0.00237511,-0.0189528,0.0211999,0.000395617
HG02317,AFR,0.2,1000GP,0.0395473,0.00892117,0.000284851,0.00558518,0.0120475,-0.016468,-0.00236865,-0.00939088,0.0182574,-0.0363925
HG02318,AFR,0.2,1000GP,0.033896,0.00307016,-0.00516055,0.00119963,-0.00804883,0.00273734,-0.00877706,0.00627811,-0.0359855,-0.0149023
HG02322,AFR,0.2,1000GP,0.0237254,0.0101631,-0.00779079,0.0123516,-0.0142619,-0.0056035,-0.0433649,-0.0378196,-0.00671749,0.00911123
HG02323,AFR,0.2,1000GP,0.0313261,0.00266954,-0.00317254,0.0053043,0.033214,-0.0164902,-0.0407623,-0.0219147,0.0315849,0.0366833
HG02325,AFR,0.2,1000GP,0.039952,0.0104444,0.00723485,-0.00761825,0.0051105,-0.0380158,-0.0157153,-0.0026521,-0.0129692,-0.0326936
HG02330,AFR,0.2,1000GP,0.0304413,-0.00142341,0.00427713,-0.0067741,0.0165389,0.0367541,0.00554617,-0.0110637,0.000603648,0.0145147
HG02332,AFR,0.2,1000GP,0.0322688,0.00617202,0.0126746,0.000266196,0.00324496,-0.0210787,0.0223973,-0.0117099,0.0288032,0.0440632
HG02334,AFR,0.2,1000GP,0.0239489,-0.00246047,-0.00841966,0.00361294,-0.0252719,0.0181314,0.0149682,0.018828,0.00295333,0.019445
HG02337,AFR,0.2,1000GP,0.0265619,0.00194604,-0.00712673,-0.00313031,0.0163446,-0.020458,0.00938878,-0.0111854,-0.00349247,0.00116915
HG02339,AFR,0.2,1000GP,0.0303239,-0.00441181,0.00277298,0.0071327,-0.00174852,-0.0034781,0.0179011,0.0250347,-0.0122802,0.0190834
HG02343,AFR,0.2,1000GP,0.0214904,0.0092624,-0.00267074,-0.00119113,-0.0137707,-0.00470012,-0.00156331,0.00373087,-0.0119345,-0.00740818
HG02345,AMR,0.2,1000GP,-0.0201616,-0.00541222,0.0329517,-0.0394075,0.0470815,-0.00825166,0.0100939,0.0206386,-0.0272634,0.000145108
HG02348,AMR,0.2,1000GP,-0.0187928,-0.0123795,0.0274379,-0.0796339,-0.00154508,-0.00180636,-0.00383417,-0.0248181,0.0024126,-0.013495
HG02351,EAS,0.2,1000GP,-0.0092381,-0.0276398,0.00467229,0.0266732,0.0333748,-0.0142864,-0.0100667,0.0122966,-0.0221662,-0.00613766
HG02353,EAS,0.2,1000GP,-0.0074805,-0.0346795,-0.0118234,0.0125803,0.0319937,0.00695301,-0.0201803,-0.0113565,0.013422,-0.00592467
HG02355,EAS,0.2,1000GP,-0.009822,-0.0318383,0.000748102,0.0225619,0.0214272,0.0270933,-0.00236542,0.0126925,0.0338318,-0.00432727
HG02356,EAS,0.2,1000GP,-0.0117227,-0.0258221,0.000772296,0.00681625,0.0514242,-0.00048779,-0.00441332,0.0307396,-0.00863057,0.0215555
HG02360,EAS,0.2,1000GP,-0.0051818,-0.0377973,-0.0064994,0.0100202,0.0590638,-0.014069,-0.00820623,-0.0123572,0.00392687,-0.00313667
HG02364,EAS,0.2,1000GP,-0.00728655,-0.030319,0.00318936,0.0242209,0.0268547,0.0199233,-0.0150473,0.0213945,-0.00907807,-0.00169337
HG02367,EAS,0.2,1000GP,-0.00883994,-0.0375517,-0.00485107,0.00495682,0.0217663,0.0155392,-0.0169847,0.000598007,-0.0135048,-0.00290603
HG02371,EAS,0.2,1000GP,-0.0120384,-0.0364025,0.000417978,0.00622982,0.0270131,0.00543723,-0.0146,-0.00528553,-0.0134303,-0.0203871
HG02373,EAS,0.2,1000GP,-0.0115766,-0.0372668,-0.00192884,0.0107642,0.0527617,-0.0106071,-0.00137881,-0.0051248,0.0214433,-0.004249
HG02374,EAS,0.2,1000GP,-0.00754936,-0.0406697,0.00815064,0.00903517,0.0351445,-0.00409585,0.0150319,0.000396627,0.00884759,-0.00895926
HG02375,EAS,0.2,1000GP,-0.0151932,-0.033409,0.0031762,0.00111682,0.00952292,-0.0202477,-0.00376559,-0.00311647,0.00475463,0.00973069
HG02379,EAS,0.2,1000GP,-0.0115945,-0.0348712,-0.000717539,0.0083554,-0.0138573,-0.0256248,-0.00957354,0.0180976,0.0224396,-0.0139996
HG02380,EAS,0.2,1000GP,-0.00508168,-0.0332903,0.000844707,0.0167094,0.0698392,0.00872656,0.0101908,-0.00223517,0.0300494,-0.00447646
HG02382,EAS,0.2,1000GP,-0.00574577,-0.0269132,-0.000664909,-0.000366942,0.0412309,-0.00347517,0.00354792,-0.00993244,0.00806924,0.0107674
HG02383,EAS,0.2,1000GP,-0.0102054,-0.0340745,-0.00314705,0.00680471,0.0537571,0.0405236,-0.00270346,0.0232248,-0.00131499,0.00752094
HG02384,EAS,0.2,1000GP,-0.0165811,-0.0343913,0.00402185,0.0205246,0.0128796,0.0205892,-0.00902569,0.0174762,-0.0181547,0.00310493
HG02385,EAS,0.2,1000GP,-0.00105141,-0.033117,-0.00814757,0.000595583,0.0429707,-0.00180831,-0.0153352,0.0109235,0.00798412,-0.0242871
HG02386,EAS,0.2,1000GP,-0.0147784,-0.0388777,-0.00463265,0.0188755,0.037104,-0.0229708,-0.0278281,-0.00888908,0.042943,-0.0177941
HG02389,EAS,0.2,1000GP,-0.0105552,-0.0389732,0.00604496,0.00683682,0.0215045,-0.00467671,0.00189889,-0.00136358,0.0144436,0.0268045
HG02390,EAS,0.2,1000GP,-0.00558067,-0.0325486,-0.00701564,0.0198103,0.0325746,0.0181041,-0.00649537,-0.0115671,0.00272702,-0.000368466
HG02391,EAS,0.2,1000GP,-0.0108204,-0.0305766,0.00439679,0.00195629,0.0374076,0.00622614,0.0156898,-0.0360054,-0.0190773,-0.0140837
HG02392,EAS,0.2,1000GP,-0.00796925,-0.0364021,0.00774601,0.0132462,0.0134893,0.0126317,0.000937076,0.0108813,-0.00153605,0.0279039
HG02394,EAS,0.2,1000GP,-0.0109973,-0.0424307,0.00971562,0.0135866,0.0328661,0.0214259,0.00734418,-0.019825,-0.015741,-0.0156315
HG02395,EAS,0.2,1000GP,-0.0113148,-0.0343565,0.0139587,0.0231575,0.0265129,0.00323574,0.0308537,-0.014106,-0.0181344,0.00155577
HG02396,EAS,0.2,1000GP,-0.00929704,-0.0363486,0.00270704,0.0133954,0.036283,0.00971088,0.0286888,-0.020953,-0.000855585,0.0130827
HG02397,EAS,0.2,1000GP,-0.00595278,-0.0355269,0.000280151,0.027361,0.0307906,0.00513845,-0.00279195,-0.00716294,0.021818,0.0263879
HG02398,EAS,0.2,1000GP,-0.00848209,-0.0348496,-0.0056778,0.0183155,0.0126502,-0.00304264,-0.00354284,0.00136744,-0.014634,-0.00181969
HG02399,EAS,0.2,1000GP,-0.0110943,-0.0438314,0.0211076,0.0158737,0.0661033,0.0140734,0.00955462,-0.000198476,-0.0166261,0.00132567
HG02401,EAS,0.2,1000GP,-0.00766057,-0.0355863,-0.00569916,0.01814,0.0294474,0.00953441,-0.0112706,-0.00483454,0.0142088,0.0106581
HG02402,EAS,0.2,1000GP,-0.0069955,-0.0378958,-0.000158185,0.0202208,0.0531083,0.0315275,0.023161,0.00249655,0.0145558,-0.00847889
HG02406,EAS,0.2,1000GP,-0.00238361,-0.0441006,-0.00240655,0.0146516,0.0472965,-0.00172113,0.0311631,0.019363,-0.0152357,0.0175274
HG02407,EAS,0.2,1000GP,-0.011915,-0.038619,0.00460029,0.0172305,0.0581515,0.00735918,-0.00880447,-0.00279833,0.00797407,0.0233611
HG02408,EAS,0.2,1000GP,-0.00985416,-0.0224576,0.00267609,0.00457912,0.0536716,-0.00244185,0.0143952,0.0266349,-0.0121102,-0.0184384
HG02409,EAS,0.2,1000GP,-0.00320226,-0.0453626,-0.00759721,0.0256032,0.0414474,0.0220549,-0.0184456,0.0100727,0.00998272,0.00327886
HG02410,EAS,0.2,1000GP,-0.0134986,-0.0220135,0.00147213,0.0113764,0.0274564,-0.0225186,-0.00139113,-0.000935802,0.00624615,-0.0397707
HG02419,AFR,0.2,1000GP,0.0325404,0.000846032,0.0027485,-0.00925185,4.09E-05,-0.0319434,0.0399054,-0.012113,-0.0403642,0.0233166
HG02420,AFR,0.2,1000GP,0.0129866,0.0180627,0.00180948,-0.00507728,-0.0240388,0.0065898,0.0180732,-0.0805155,-0.00438097,0.0170637
HG02425,AMR,0.2,1000GP,-0.0152761,0.00172242,0.0208685,-0.0513703,0.0135196,-0.0065148,0.0229851,-0.00327981,-0.017591,0.00725515
HG02427,AFR,0.2,1000GP,0.0300494,0.00430503,-0.00529657,0.0064104,0.00257582,0.0196389,0.0306582,-0.0268988,-0.017786,-0.0299631
HG02429,AFR,0.2,1000GP,0.0321161,0.0042664,-0.000320796,-0.00978975,0.0140846,0.00252243,0.0336852,0.0184656,0.016335,-0.0153882
HG02433,AFR,0.2,1000GP,0.0314826,0.00892894,0.00225294,-0.00327352,-0.00216148,-0.0122351,0.0097851,-0.0204313,0.0354613,-0.00709379
HG02439,AFR,0.2,1000GP,0.0332924,0.0113039,-0.00261047,0.0100201,-0.00131457,-0.0189453,-0.03092,-0.00538863,-0.0133917,-0.00536621
HG02442,AFR,0.2,1000GP,0.0280853,0.00986904,0.00258384,-0.00339556,-0.0195334,-0.00272892,-0.00948097,-0.0177895,0.0402323,0.0225137
HG02445,AFR,0.2,1000GP,0.0266348,-0.00413645,-0.0114415,-0.000651676,-0.00722494,-0.00477923,0.016728,-0.00819316,-0.0206237,0.0305763
HG02449,AFR,0.2,1000GP,0.0352579,0.0109485,0.00828129,-0.0197373,-0.0118285,-0.0106369,0.0156695,-0.00834226,0.00555015,0.0121355
HG02450,AFR,0.2,1000GP,0.0333469,0.00736301,-0.0022212,0.00804125,-0.0105712,-0.00188212,0.0178094,0.00397481,0.0207492,-0.00237023
HG02455,AFR,0.2,1000GP,0.0264829,0.000258396,0.00778884,0.00556385,0.0265405,0.0139159,-0.0134327,-0.029305,-0.00446391,0.000282251
HG02461,AFR,0.2,1000GP,0.0369145,0.000972484,-0.00254265,0.0132308,0.00127183,0.0100071,0.000721414,-0.0237188,0.00896242,-0.0198131
HG02462,AFR,0.2,1000GP,0.034506,-0.00231386,-0.00496259,-0.00136379,0.00229811,-0.0270323,0.00201969,-0.0137915,0.0264388,0.0178575
HG02464,AFR,0.2,1000GP,0.033725,-0.00361211,0.0164007,0.004775,0.0141942,-0.0237335,0.0337776,0.0213077,-0.00567884,0.0186706
HG02465,AFR,0.2,1000GP,0.0355937,-0.00607577,-0.00435776,0.0105928,-0.0108866,0.00743706,0.00206998,-0.00438209,0.000813226,0.0530179
HG02470,AFR,0.2,1000GP,0.030144,-0.00687641,0.00299413,0.00412336,0.00246764,0.0156338,0.0128039,-0.0179289,-0.0220417,-0.0164774
HG02471,AFR,0.2,1000GP,0.0306847,0.00119948,0.00822187,0.000164443,-0.00640188,0.00684826,-0.00577018,-0.0238232,-0.0138116,0.00149969
HG02476,AFR,0.2,1000GP,0.0237292,0.00637527,0.00383512,0.0125722,-0.00833719,0.0238195,0.0140762,-0.00547264,-0.0250874,-0.0420281
HG02477,AFR,0.2,1000GP,0.0227596,0.00195903,0.013612,-0.0189738,-0.0133943,0.0227373,0.011245,-0.0245516,0.031411,0.0186018
HG02479,AFR,0.2,1000GP,0.0270131,0.000429506,0.00466965,0.000326722,0.0125499,-0.00280959,0.0523423,-0.000170075,0.023507,0.011594
HG02481,AFR,0.2,1000GP,0.0268197,-0.00130645,0.0146014,-0.00547675,0.00892946,-0.0120612,0.0329141,0.037456,0.0394674,0.01715
HG02484,AFR,0.2,1000GP,0.0278295,0.00806854,-0.00524773,-0.00892214,0.0145027,0.0198335,-0.00697197,0.00230405,-0.00638826,-0.0147834
HG02485,AFR,0.2,1000GP,0.0210437,0.00779322,0.005516,0.0132405,0.0204713,0.0131423,0.0250052,-0.0219374,0.0283588,0.048643
HG02489,AFR,0.2,1000GP,0.0303084,0.00298181,-0.00610069,-0.00343597,-0.004035,-0.033639,0.0186975,-0.0169233,0.021377,0.0250557
HG02490,SAS,0.2,1000GP,-0.0121884,0.00819014,-0.0145201,0.0101572,0.0238429,-0.00511533,-0.0176217,8.27E-05,0.0265369,-0.00920885
HG02491,SAS,0.2,1000GP,-0.00980506,0.0153023,-0.0311995,-0.0213033,-0.00955116,-0.0350127,0.0257818,0.0220847,-0.0173892,-0.00750191
HG02493,SAS,0.2,1000GP,-0.0108143,0.0113218,-0.0173761,-0.0141517,0.0214539,0.00687287,0.0301563,0.0146307,0.00770311,-0.00533114
HG02494,SAS,0.2,1000GP,-0.0152191,0.00323343,-0.0268069,-0.000399245,-0.00612576,-0.00907329,-0.0061205,0.0116098,-0.00933389,0.00942056
HG02496,AFR,0.2,1000GP,0.030447,-0.00686646,0.00536183,-0.0101825,0.0029259,0.0229898,0.0217472,-0.0212979,-0.0227552,-0.0569032
HG02497,AFR,0.2,1000GP,0.0244059,-0.00268352,0.00572452,0.00221609,0.00926134,-0.0167254,0.0168208,-0.0325866,-0.00470268,0.00220421
HG02501,AFR,0.2,1000GP,0.0180186,0.00579125,0.01054,-0.00377946,0.0060938,0.0278862,0.00612674,0.0532536,-0.0171638,0.00697481
HG02502,AFR,0.2,1000GP,0.0234328,0.0121667,0.0139114,-0.00496473,0.0328087,0.00847677,-0.00266738,-0.00533343,-0.00373145,0.0488547
HG02505,AFR,0.2,1000GP,0.0290159,0.00875909,0.0100546,-0.0149097,-0.00838319,-0.0175244,0.00348671,-0.0355116,-0.0108627,-0.00541386
HG02508,AFR,0.2,1000GP,0.0308308,-0.00269477,0.00201539,0.00333545,0.0213057,0.0160733,0.0112306,-0.00569665,-0.0232318,0.00271603
HG02511,AFR,0.2,1000GP,0.0369172,0.00487255,0.000505004,0.000479016,0.0150726,0.0280957,0.0209218,-0.0201819,-3.02E-05,0.0294651
